time;speed;;;;;;;
1248;3;;;;;;;
1249;4;;;;;;;
1250;5;;;;;;;
1251;6;;;;;;;
1252;7;;;;;;;
1253;8;;;;;;;
1254;9;;;;;;;
1255;10;;;;;;;
1256;11;;;;;;;
1257;12;;;;;;;
1258;13;;;;;;;
1259;0;;;;;;;
1260;1;;;;;;;
1261;2;;;;;;;
1262;3;;;;;;;
1263;4;;;;;;;
1264;5;;;;;;;
1265;6;;;;;;;
1266;7;;;;;;;
1267;8;;;;;;;
1268;9;;;;;;;
1269;10;;;;;;;
1270;11;;;;;;;
1271;12;;;;;;;
1272;13;;;;;;;
1273;0;;;;;;;
1274;1;;;;;;;
1275;2;;;;;;;
1276;3;;;;;;;
1277;4;;;;;;;
1278;5;;;;;;;
1279;6;;;;;;;
1280;7;;;;;;;
1281;8;;;;;;;
1282;9;;;;;;;
1283;10;;;;;;;
1284;11;;;;;;;
1285;12;;;;;;;
1286;13;;;;;;;
1287;0;;;;;;;
1288;1;;;;;;;
1289;2;;;;;;;
1290;3;;;;;;;
1291;4;;;;;;;
1292;5;;;;;;;
1293;6;;;;;;;
1294;7;;;;;;;
1295;8;;;;;;;
1296;9;;;;;;;
1297;10;;;;;;;
1298;11;;;;;;;
1299;12;;;;;;;
1300;13;;;;;;;
1301;0;;;;;;;
1302;1;;;;;;;
1303;2;;;;;;;
1304;3;;;;;;;
1305;4;;;;;;;
1306;5;;;;;;;
1307;6;;;;;;;
1308;7;;;;;;;
1309;8;;;;;;;
1310;9;;;;;;;
1311;10;;;;;;;
1312;11;;;;;;;
1313;12;;;;;;;
1314;13;;;;;;;
1315;0;;;;;;;
1316;1;;;;;;;
1317;2;;;;;;;
1318;3;;;;;;;
1319;4;;;;;;;
1320;5;;;;;;;
1321;6;;;;;;;
1322;7;;;;;;;
1323;8;;;;;;;
1324;9;;;;;;;
1325;10;;;;;;;
1326;11;;;;;;;
1327;12;;;;;;;
1328;13;;;;;;;
1329;0;;;;;;;
1330;1;;;;;;;
1331;2;;;;;;;
1332;3;;;;;;;
1333;4;;;;;;;
1334;5;;;;;;;
1335;6;;;;;;;
1336;7;;;;;;;
1337;8;;;;;;;
1338;9;;;;;;;
1339;10;;;;;;;
1340;11;;;;;;;
1341;12;;;;;;;
1342;13;;;;;;;
1343;0;;;;;;;
1344;1;;;;;;;
1345;2;;;;;;;
1346;3;;;;;;;
1347;4;;;;;;;
1348;5;;;;;;;
1349;6;;;;;;;
1350;7;;;;;;;
1351;8;;;;;;;
1352;9;;;;;;;
1353;10;;;;;;;
1354;11;;;;;;;
1355;12;;;;;;;
1356;13;;;;;;;
1357;0;;;;;;;
1358;1;;;;;;;
1359;2;;;;;;;
1360;3;;;;;;;
1361;4;;;;;;;
1362;5;;;;;;;
1363;6;;;;;;;
1364;7;;;;;;;
1365;8;;;;;;;
1366;9;;;;;;;
1367;10;;;;;;;
1368;11;;;;;;;
1369;12;;;;;;;
1370;13;;;;;;;
1371;0;;;;;;;
1372;1;;;;;;;
1373;2;;;;;;;
1374;3;;;;;;;
1375;4;;;;;;;
1376;5;;;;;;;
1377;6;;;;;;;
1378;7;;;;;;;
1379;8;;;;;;;
1380;9;;;;;;;
1381;10;;;;;;;
1382;11;;;;;;;
1383;12;;;;;;;
1384;13;;;;;;;
1385;0;;;;;;;
1386;1;;;;;;;
1387;2;;;;;;;
1388;3;;;;;;;
1389;4;;;;;;;
1390;5;;;;;;;
1391;6;;;;;;;
1392;7;;;;;;;
1393;8;;;;;;;
1394;9;;;;;;;
1395;10;;;;;;;
1396;11;;;;;;;
1397;12;;;;;;;
1398;13;;;;;;;
1399;0;;;;;;;
1400;1;;;;;;;
1401;2;;;;;;;
1402;3;;;;;;;
1403;4;;;;;;;
1404;5;;;;;;;
1405;6;;;;;;;
1406;7;;;;;;;
1407;8;;;;;;;
1408;9;;;;;;;
1409;10;;;;;;;
1410;11;;;;;;;
1411;12;;;;;;;
1412;13;;;;;;;
1413;0;;;;;;;
1414;1;;;;;;;
1415;2;;;;;;;
1416;3;;;;;;;
1417;4;;;;;;;
1418;5;;;;;;;
1419;6;;;;;;;
1420;7;;;;;;;
1421;8;;;;;;;
1422;9;;;;;;;
1423;10;;;;;;;
1424;11;;;;;;;
1425;12;;;;;;;
1426;13;;;;;;;
1427;0;;;;;;;
1428;1;;;;;;;
1429;2;;;;;;;
1430;3;;;;;;;
1431;4;;;;;;;
1432;5;;;;;;;
1433;6;;;;;;;
1434;7;;;;;;;
1435;8;;;;;;;
1436;9;;;;;;;
1437;10;;;;;;;
1438;11;;;;;;;
1439;12;;;;;;;
1440;13;;;;;;;
1441;0;;;;;;;
1442;1;;;;;;;
1443;2;;;;;;;
1444;3;;;;;;;
1445;4;;;;;;;
1446;5;;;;;;;
1447;6;;;;;;;
1448;7;;;;;;;
1449;8;;;;;;;
1450;9;;;;;;;
1451;10;;;;;;;
1452;11;;;;;;;
1453;12;;;;;;;
1454;13;;;;;;;
1455;0;;;;;;;
1456;1;;;;;;;
1457;2;;;;;;;
1458;3;;;;;;;
1459;4;;;;;;;
1460;5;;;;;;;
1461;6;;;;;;;
1462;7;;;;;;;
1463;8;;;;;;;
1464;9;;;;;;;
1465;10;;;;;;;
1466;11;;;;;;;
1467;12;;;;;;;
1468;13;;;;;;;
1469;0;;;;;;;
1470;1;;;;;;;
1471;2;;;;;;;
1472;3;;;;;;;
1473;4;;;;;;;
1474;5;;;;;;;
1475;6;;;;;;;
1476;7;;;;;;;
1477;8;;;;;;;
1478;9;;;;;;;
1479;10;;;;;;;
1480;11;;;;;;;
1481;12;;;;;;;
1482;13;;;;;;;
1483;0;;;;;;;
1484;1;;;;;;;
1485;2;;;;;;;
1486;3;;;;;;;
1487;4;;;;;;;
1488;5;;;;;;;
1489;6;;;;;;;
1490;7;;;;;;;
1491;8;;;;;;;
1492;9;;;;;;;
1493;10;;;;;;;
1494;11;;;;;;;
1495;12;;;;;;;
1496;13;;;;;;;
1497;0;;;;;;;
1498;1;;;;;;;
1499;2;;;;;;;
1500;3;;;;;;;
1501;4;;;;;;;
1502;5;;;;;;;
1503;6;;;;;;;
1504;7;;;;;;;
1505;8;;;;;;;
1506;9;;;;;;;
1507;10;;;;;;;
1508;11;;;;;;;
1509;12;;;;;;;
1510;13;;;;;;;
1511;0;;;;;;;
1512;1;;;;;;;
1513;2;;;;;;;
1514;3;;;;;;;
1515;4;;;;;;;
1516;5;;;;;;;
1517;6;;;;;;;
1518;7;;;;;;;
1519;8;;;;;;;
1520;9;;;;;;;
1521;10;;;;;;;
1522;11;;;;;;;
1523;12;;;;;;;
1524;13;;;;;;;
1525;0;;;;;;;
1526;1;;;;;;;
1527;2;;;;;;;
1528;3;;;;;;;
1529;4;;;;;;;
1530;5;;;;;;;
1531;6;;;;;;;
1532;7;;;;;;;
1533;8;;;;;;;
1534;9;;;;;;;
1535;10;;;;;;;
1536;11;;;;;;;
1537;12;;;;;;;
1538;13;;;;;;;
1539;0;;;;;;;
1540;1;;;;;;;
1541;2;;;;;;;
1542;3;;;;;;;
1543;4;;;;;;;
1544;5;;;;;;;
1545;6;;;;;;;
1546;7;;;;;;;
1547;8;;;;;;;
1548;9;;;;;;;
1549;10;;;;;;;
1550;11;;;;;;;
1551;12;;;;;;;
1552;13;;;;;;;
1553;0;;;;;;;
1554;1;;;;;;;
1555;2;;;;;;;
1556;3;;;;;;;
1557;4;;;;;;;
1558;5;;;;;;;
1559;6;;;;;;;
1560;7;;;;;;;
1561;8;;;;;;;
1562;9;;;;;;;
1563;10;;;;;;;
1564;11;;;;;;;
1565;12;;;;;;;
1566;13;;;;;;;
1567;0;;;;;;;
1568;1;;;;;;;
1569;2;;;;;;;
1570;3;;;;;;;
1571;4;;;;;;;
1572;5;;;;;;;
1573;6;;;;;;;
1574;7;;;;;;;
1575;8;;;;;;;
1576;9;;;;;;;
1577;10;;;;;;;
1578;11;;;;;;;
1579;12;;;;;;;
1580;13;;;;;;;
1581;0;;;;;;;
1582;1;;;;;;;
1583;2;;;;;;;
1584;3;;;;;;;
1585;4;;;;;;;
1586;5;;;;;;;
1587;6;;;;;;;
1588;7;;;;;;;
1589;8;;;;;;;
1590;9;;;;;;;
1591;10;;;;;;;
1592;11;;;;;;;
1593;12;;;;;;;
1594;13;;;;;;;
1595;0;;;;;;;
1596;1;;;;;;;
1597;2;;;;;;;
1598;3;;;;;;;
1599;4;;;;;;;
1600;5;;;;;;;
1601;6;;;;;;;
1602;7;;;;;;;
1603;8;;;;;;;
1604;9;;;;;;;
1605;10;;;;;;;
1606;11;;;;;;;
1607;12;;;;;;;
1608;13;;;;;;;
1609;0;;;;;;;
1610;1;;;;;;;
1611;2;;;;;;;
1612;3;;;;;;;
1613;4;;;;;;;
1614;5;;;;;;;
1615;6;;;;;;;
1616;7;;;;;;;
1617;8;;;;;;;
1618;9;;;;;;;
1619;10;;;;;;;
1620;11;;;;;;;
1621;12;;;;;;;
1622;13;;;;;;;
1623;0;;;;;;;
1624;1;;;;;;;
1625;2;;;;;;;
1626;3;;;;;;;
1627;4;;;;;;;
1628;5;;;;;;;
1629;6;;;;;;;
1630;7;;;;;;;
1631;8;;;;;;;
1632;9;;;;;;;
1633;10;;;;;;;
1634;11;;;;;;;
1635;12;;;;;;;
1636;13;;;;;;;
1637;0;;;;;;;
1638;1;;;;;;;
1639;2;;;;;;;
1640;3;;;;;;;
1641;4;;;;;;;
1642;5;;;;;;;
1643;6;;;;;;;
1644;7;;;;;;;
1645;8;;;;;;;
1646;9;;;;;;;
1647;10;;;;;;;
1648;11;;;;;;;
1649;12;;;;;;;
1650;13;;;;;;;
1651;0;;;;;;;
1652;1;;;;;;;
1653;2;;;;;;;
1654;3;;;;;;;
1655;4;;;;;;;
1656;5;;;;;;;
1657;6;;;;;;;
1658;7;;;;;;;
1659;8;;;;;;;
1660;9;;;;;;;
1661;10;;;;;;;
1662;11;;;;;;;
1663;12;;;;;;;
1664;13;;;;;;;
1665;0;;;;;;;
1666;1;;;;;;;
1667;2;;;;;;;
1668;3;;;;;;;
1669;4;;;;;;;
1670;5;;;;;;;
1671;6;;;;;;;
1672;7;;;;;;;
1673;8;;;;;;;
1674;9;;;;;;;
1675;10;;;;;;;
1676;11;;;;;;;
1677;12;;;;;;;
1678;13;;;;;;;
1679;0;;;;;;;
1680;1;;;;;;;
1681;2;;;;;;;
1682;3;;;;;;;
1683;4;;;;;;;
1684;5;;;;;;;
1685;6;;;;;;;
1686;7;;;;;;;
1687;8;;;;;;;
1688;9;;;;;;;
1689;10;;;;;;;
1690;11;;;;;;;
1691;12;;;;;;;
1692;13;;;;;;;
1693;0;;;;;;;
1694;1;;;;;;;
1695;2;;;;;;;
1696;3;;;;;;;
1697;4;;;;;;;
1698;5;;;;;;;
1699;6;;;;;;;
1700;7;;;;;;;
1701;8;;;;;;;
1702;9;;;;;;;
1703;10;;;;;;;
1704;11;;;;;;;
1705;12;;;;;;;
1706;13;;;;;;;
1707;0;;;;;;;
1708;1;;;;;;;
1709;2;;;;;;;
1710;3;;;;;;;
1711;4;;;;;;;
1712;5;;;;;;;
1713;6;;;;;;;
1714;7;;;;;;;
1715;8;;;;;;;
1716;9;;;;;;;
1717;10;;;;;;;
1718;11;;;;;;;
1719;12;;;;;;;
1720;13;;;;;;;
1721;0;;;;;;;
1722;1;;;;;;;
1723;2;;;;;;;
1724;3;;;;;;;
1725;4;;;;;;;
1726;5;;;;;;;
1727;6;;;;;;;
1728;7;;;;;;;
1729;8;;;;;;;
1730;9;;;;;;;
1731;10;;;;;;;
1732;11;;;;;;;
1733;12;;;;;;;
1734;13;;;;;;;
1735;0;;;;;;;
1736;1;;;;;;;
1737;2;;;;;;;
1738;3;;;;;;;
1739;4;;;;;;;
1740;5;;;;;;;
1741;6;;;;;;;
1742;7;;;;;;;
1743;8;;;;;;;
1744;9;;;;;;;
1745;10;;;;;;;
1746;11;;;;;;;
1747;12;;;;;;;
1748;13;;;;;;;
1749;0;;;;;;;
1750;1;;;;;;;
1751;2;;;;;;;
1752;3;;;;;;;
1753;4;;;;;;;
1754;5;;;;;;;
1755;6;;;;;;;
1756;7;;;;;;;
1757;8;;;;;;;
1758;9;;;;;;;
1759;10;;;;;;;
1760;11;;;;;;;
1761;12;;;;;;;
1762;13;;;;;;;
1763;0;;;;;;;
1764;1;;;;;;;
1765;2;;;;;;;
1766;3;;;;;;;
1767;4;;;;;;;
1768;5;;;;;;;
1769;6;;;;;;;
1770;7;;;;;;;
1771;8;;;;;;;
1772;9;;;;;;;
1773;10;;;;;;;
1774;11;;;;;;;
1775;12;;;;;;;
1776;13;;;;;;;
1777;0;;;;;;;
1778;1;;;;;;;
1779;2;;;;;;;
1780;3;;;;;;;
1781;4;;;;;;;
1782;5;;;;;;;
1783;6;;;;;;;
1784;7;;;;;;;
1785;8;;;;;;;
1786;9;;;;;;;
1787;10;;;;;;;
1788;11;;;;;;;
1789;12;;;;;;;
1790;13;;;;;;;
1791;0;;;;;;;
1792;1;;;;;;;
1793;2;;;;;;;
1794;3;;;;;;;
1795;4;;;;;;;
1796;5;;;;;;;
1797;6;;;;;;;
1798;7;;;;;;;
1799;8;;;;;;;
1800;9;;;;;;;
1801;10;;;;;;;
1802;11;;;;;;;
1803;12;;;;;;;
1804;13;;;;;;;
1805;0;;;;;;;
1806;1;;;;;;;
1807;2;;;;;;;
1808;3;;;;;;;
1809;4;;;;;;;
1810;5;;;;;;;
1811;6;;;;;;;
1812;7;;;;;;;
1813;8;;;;;;;
1814;9;;;;;;;
1815;10;;;;;;;
1816;11;;;;;;;
1817;12;;;;;;;
1818;13;;;;;;;
1819;0;;;;;;;
1820;1;;;;;;;
1821;2;;;;;;;
1822;3;;;;;;;
1823;4;;;;;;;
1824;5;;;;;;;
1825;6;;;;;;;
1826;7;;;;;;;
1827;8;;;;;;;
1828;9;;;;;;;
1829;10;;;;;;;
1830;11;;;;;;;
1831;12;;;;;;;
1832;13;;;;;;;
1833;0;;;;;;;
1834;1;;;;;;;
1835;2;;;;;;;
1836;3;;;;;;;
1837;4;;;;;;;
1838;5;;;;;;;
1839;6;;;;;;;
1840;7;;;;;;;
1841;8;;;;;;;
1842;9;;;;;;;
1843;10;;;;;;;
1844;11;;;;;;;
1845;12;;;;;;;
1846;13;;;;;;;
1847;0;;;;;;;
1848;1;;;;;;;
1849;2;;;;;;;
1850;3;;;;;;;
1851;4;;;;;;;
1852;5;;;;;;;
1853;6;;;;;;;
1854;7;;;;;;;
1855;8;;;;;;;
1856;9;;;;;;;
1857;10;;;;;;;
1858;11;;;;;;;
1859;12;;;;;;;
1860;13;;;;;;;
1861;0;;;;;;;
1862;1;;;;;;;
1863;2;;;;;;;
1864;3;;;;;;;
1865;4;;;;;;;
1866;5;;;;;;;
1867;6;;;;;;;
1868;7;;;;;;;
1869;8;;;;;;;
1870;9;;;;;;;
1871;10;;;;;;;
1872;11;;;;;;;
1873;12;;;;;;;
1874;13;;;;;;;
1875;0;;;;;;;
1876;1;;;;;;;
1877;2;;;;;;;
1878;3;;;;;;;
1879;4;;;;;;;
1880;5;;;;;;;
1881;6;;;;;;;
1882;7;;;;;;;
1883;8;;;;;;;
1884;9;;;;;;;
1885;10;;;;;;;
1886;11;;;;;;;
1887;12;;;;;;;
1888;13;;;;;;;
1889;0;;;;;;;
1890;1;;;;;;;
1891;2;;;;;;;
1892;3;;;;;;;
1893;4;;;;;;;
1894;5;;;;;;;
1895;6;;;;;;;
1896;7;;;;;;;
1897;8;;;;;;;
1898;9;;;;;;;
1899;10;;;;;;;
1900;11;;;;;;;
1901;12;;;;;;;
1902;13;;;;;;;
1903;0;;;;;;;
1904;1;;;;;;;
1905;2;;;;;;;
1906;3;;;;;;;
1907;4;;;;;;;
1908;5;;;;;;;
1909;6;;;;;;;
1910;7;;;;;;;
1911;8;;;;;;;
1912;9;;;;;;;
1913;10;;;;;;;
1914;11;;;;;;;
1915;12;;;;;;;
1916;13;;;;;;;
1917;0;;;;;;;
1918;1;;;;;;;
1919;2;;;;;;;
1920;3;;;;;;;
1921;4;;;;;;;
1922;5;;;;;;;
1923;6;;;;;;;
1924;7;;;;;;;
1925;8;;;;;;;
1926;9;;;;;;;
1927;10;;;;;;;
1928;11;;;;;;;
1929;12;;;;;;;
1930;13;;;;;;;
1931;0;;;;;;;
1932;1;;;;;;;
1933;2;;;;;;;
1934;3;;;;;;;
1935;4;;;;;;;
1936;5;;;;;;;
1937;6;;;;;;;
1938;7;;;;;;;
1939;8;;;;;;;
1940;9;;;;;;;
1941;10;;;;;;;
1942;11;;;;;;;
1943;12;;;;;;;
1944;13;;;;;;;
1945;0;;;;;;;
1946;1;;;;;;;
1947;2;;;;;;;
1948;3;;;;;;;
1949;4;;;;;;;
1950;5;;;;;;;
1951;6;;;;;;;
1952;7;;;;;;;
1953;8;;;;;;;
1954;9;;;;;;;
1955;10;;;;;;;
1956;11;;;;;;;
1957;12;;;;;;;
1958;13;;;;;;;
1959;0;;;;;;;
1960;1;;;;;;;
1961;2;;;;;;;
1962;3;;;;;;;
1963;4;;;;;;;
1964;5;;;;;;;
1965;6;;;;;;;
1966;7;;;;;;;
1967;8;;;;;;;
1968;9;;;;;;;
1969;10;;;;;;;
1970;11;;;;;;;
1971;12;;;;;;;
1972;13;;;;;;;
1973;0;;;;;;;
1974;1;;;;;;;
1975;2;;;;;;;
1976;3;;;;;;;
1977;4;;;;;;;
1978;5;;;;;;;
1979;6;;;;;;;
1980;7;;;;;;;
1981;8;;;;;;;
1982;9;;;;;;;
1983;10;;;;;;;
1984;11;;;;;;;
1985;12;;;;;;;
1986;13;;;;;;;
1987;0;;;;;;;
1988;1;;;;;;;
1989;2;;;;;;;
1990;3;;;;;;;
1991;4;;;;;;;
1992;5;;;;;;;
1993;6;;;;;;;
1994;7;;;;;;;
1995;8;;;;;;;
1996;9;;;;;;;
1997;10;;;;;;;
1998;11;;;;;;;
1999;12;;;;;;;
2000;13;;;;;;;
2001;0;;;;;;;
2002;1;;;;;;;
2003;2;;;;;;;
2004;3;;;;;;;
2005;4;;;;;;;
2006;5;;;;;;;
2007;6;;;;;;;
2008;7;;;;;;;
2009;8;;;;;;;
2010;9;;;;;;;
2011;10;;;;;;;
2012;11;;;;;;;
2013;12;;;;;;;
2014;13;;;;;;;
2015;0;;;;;;;
2016;1;;;;;;;
2017;2;;;;;;;
2018;3;;;;;;;
2019;4;;;;;;;
2020;5;;;;;;;
2021;6;;;;;;;
2022;7;;;;;;;
2023;8;;;;;;;
2024;9;;;;;;;
2025;10;;;;;;;
2026;11;;;;;;;
2027;12;;;;;;;
2028;13;;;;;;;
2029;0;;;;;;;
2030;1;;;;;;;
2031;2;;;;;;;
2032;3;;;;;;;
2033;4;;;;;;;
2034;5;;;;;;;
2035;6;;;;;;;
2036;7;;;;;;;
2037;8;;;;;;;
2038;9;;;;;;;
2039;10;;;;;;;
2040;11;;;;;;;
2041;12;;;;;;;
2042;13;;;;;;;
2043;0;;;;;;;
2044;1;;;;;;;
2045;2;;;;;;;
2046;3;;;;;;;
2047;4;;;;;;;
2048;5;;;;;;;
2049;6;;;;;;;
2050;7;;;;;;;
2051;8;;;;;;;
2052;9;;;;;;;
2053;10;;;;;;;
2054;11;;;;;;;
2055;12;;;;;;;
2056;13;;;;;;;
2057;0;;;;;;;
2058;1;;;;;;;
2059;2;;;;;;;
2060;3;;;;;;;
2061;4;;;;;;;
2062;5;;;;;;;
2063;6;;;;;;;
2064;7;;;;;;;
2065;8;;;;;;;
2066;9;;;;;;;
2067;10;;;;;;;
2068;11;;;;;;;
2069;12;;;;;;;
2070;13;;;;;;;
2071;0;;;;;;;
2072;1;;;;;;;
2073;2;;;;;;;
2074;3;;;;;;;
2075;4;;;;;;;
2076;5;;;;;;;
2077;6;;;;;;;
2078;7;;;;;;;
2079;8;;;;;;;
2080;9;;;;;;;
2081;10;;;;;;;
2082;11;;;;;;;
2083;12;;;;;;;
2084;13;;;;;;;
2085;0;;;;;;;
2086;1;;;;;;;
2087;2;;;;;;;
2088;3;;;;;;;
2089;4;;;;;;;
2090;5;;;;;;;
2091;6;;;;;;;
2092;7;;;;;;;
2093;8;;;;;;;
2094;9;;;;;;;
2095;10;;;;;;;
2096;11;;;;;;;
2097;12;;;;;;;
2098;13;;;;;;;
2099;0;;;;;;;
2100;1;;;;;;;
2101;2;;;;;;;
2102;3;;;;;;;
2103;4;;;;;;;
2104;5;;;;;;;
2105;6;;;;;;;
2106;7;;;;;;;
2107;8;;;;;;;
2108;9;;;;;;;
2109;10;;;;;;;
2110;11;;;;;;;
2111;12;;;;;;;
2112;13;;;;;;;
2113;0;;;;;;;
2114;1;;;;;;;
2115;2;;;;;;;
2116;3;;;;;;;
2117;4;;;;;;;
2118;5;;;;;;;
2119;6;;;;;;;
2120;7;;;;;;;
2121;8;;;;;;;
2122;9;;;;;;;
2123;10;;;;;;;
2124;11;;;;;;;
2125;12;;;;;;;
2126;13;;;;;;;
2127;0;;;;;;;
2128;1;;;;;;;
2129;2;;;;;;;
2130;3;;;;;;;
2131;4;;;;;;;
2132;5;;;;;;;
2133;6;;;;;;;
2134;7;;;;;;;
2135;8;;;;;;;
2136;9;;;;;;;
2137;10;;;;;;;
2138;11;;;;;;;
2139;12;;;;;;;
2140;13;;;;;;;
2141;0;;;;;;;
2142;1;;;;;;;
2143;2;;;;;;;
2144;3;;;;;;;
2145;4;;;;;;;
2146;5;;;;;;;
2147;6;;;;;;;
2148;7;;;;;;;
2149;8;;;;;;;
2150;9;;;;;;;
2151;10;;;;;;;
2152;11;;;;;;;
2153;12;;;;;;;
2154;13;;;;;;;
2155;0;;;;;;;
2156;1;;;;;;;
2157;2;;;;;;;
2158;3;;;;;;;
2159;4;;;;;;;
2160;5;;;;;;;
2161;6;;;;;;;
2162;7;;;;;;;
2163;8;;;;;;;
2164;9;;;;;;;
2165;10;;;;;;;
2166;11;;;;;;;
2167;12;;;;;;;
2168;13;;;;;;;
2169;0;;;;;;;
2170;1;;;;;;;
2171;2;;;;;;;
2172;3;;;;;;;
2173;4;;;;;;;
2174;5;;;;;;;
2175;6;;;;;;;
2176;7;;;;;;;
2177;8;;;;;;;
2178;9;;;;;;;
2179;10;;;;;;;
2180;11;;;;;;;
2181;12;;;;;;;
2182;13;;;;;;;
2183;0;;;;;;;
2184;1;;;;;;;
2185;2;;;;;;;
2186;3;;;;;;;
2187;4;;;;;;;
2188;5;;;;;;;
2189;6;;;;;;;
2190;7;;;;;;;
2191;8;;;;;;;
2192;9;;;;;;;
2193;10;;;;;;;
2194;11;;;;;;;
2195;12;;;;;;;
2196;13;;;;;;;
2197;0;;;;;;;
2198;1;;;;;;;
2199;2;;;;;;;
2200;3;;;;;;;
2201;4;;;;;;;
2202;5;;;;;;;
2203;6;;;;;;;
2204;7;;;;;;;
2205;8;;;;;;;
2206;9;;;;;;;
2207;10;;;;;;;
2208;11;;;;;;;
2209;12;;;;;;;
2210;13;;;;;;;
2211;0;;;;;;;
2212;1;;;;;;;
2213;2;;;;;;;
2214;3;;;;;;;
2215;4;;;;;;;
2216;5;;;;;;;
2217;6;;;;;;;
2218;7;;;;;;;
2219;8;;;;;;;
2220;9;;;;;;;
2221;10;;;;;;;
2222;11;;;;;;;
2223;12;;;;;;;
2224;13;;;;;;;
2225;0;;;;;;;
2226;1;;;;;;;
2227;2;;;;;;;
2228;3;;;;;;;
2229;4;;;;;;;
2230;5;;;;;;;
2231;6;;;;;;;
2232;7;;;;;;;
2233;8;;;;;;;
2234;9;;;;;;;
2235;10;;;;;;;
2236;11;;;;;;;
2237;12;;;;;;;
2238;13;;;;;;;
2239;0;;;;;;;
2240;1;;;;;;;
2241;2;;;;;;;
2242;3;;;;;;;
2243;4;;;;;;;
2244;5;;;;;;;
2245;6;;;;;;;
2246;7;;;;;;;
2247;8;;;;;;;
2248;9;;;;;;;
2249;10;;;;;;;
2250;11;;;;;;;
2251;12;;;;;;;
2252;13;;;;;;;
2253;0;;;;;;;
2254;1;;;;;;;
2255;2;;;;;;;
2256;3;;;;;;;
2257;4;;;;;;;
2258;5;;;;;;;
2259;6;;;;;;;
2260;7;;;;;;;
2261;8;;;;;;;
2262;9;;;;;;;
2263;10;;;;;;;
2264;11;;;;;;;
2265;12;;;;;;;
2266;13;;;;;;;
2267;0;;;;;;;
2268;1;;;;;;;
2269;2;;;;;;;
2270;3;;;;;;;
2271;4;;;;;;;
2272;5;;;;;;;
2273;6;;;;;;;
2274;7;;;;;;;
2275;8;;;;;;;
2276;9;;;;;;;
2277;10;;;;;;;
2278;11;;;;;;;
2279;12;;;;;;;
2280;13;;;;;;;
2281;0;;;;;;;
2282;1;;;;;;;
2283;2;;;;;;;
2284;3;;;;;;;
2285;4;;;;;;;
2286;5;;;;;;;
2287;6;;;;;;;
2288;7;;;;;;;
2289;8;;;;;;;
2290;9;;;;;;;
2291;10;;;;;;;
2292;11;;;;;;;
2293;12;;;;;;;
2294;13;;;;;;;
2295;0;;;;;;;
2296;1;;;;;;;
2297;2;;;;;;;
2298;3;;;;;;;
2299;4;;;;;;;
2300;5;;;;;;;
2301;6;;;;;;;
2302;7;;;;;;;
2303;8;;;;;;;
2304;9;;;;;;;
2305;10;;;;;;;
2306;11;;;;;;;
2307;12;;;;;;;
2308;13;;;;;;;
2309;0;;;;;;;
2310;1;;;;;;;
2311;2;;;;;;;
2312;3;;;;;;;
2313;4;;;;;;;
2314;5;;;;;;;
2315;6;;;;;;;
2316;7;;;;;;;
2317;8;;;;;;;
2318;9;;;;;;;
2319;10;;;;;;;
2320;11;;;;;;;
2321;12;;;;;;;
2322;13;;;;;;;
2323;0;;;;;;;
2324;1;;;;;;;
2325;2;;;;;;;
2326;3;;;;;;;
2327;4;;;;;;;
2328;5;;;;;;;
2329;6;;;;;;;
2330;7;;;;;;;
2331;8;;;;;;;
2332;9;;;;;;;
2333;10;;;;;;;
2334;11;;;;;;;
2335;12;;;;;;;
2336;13;;;;;;;
2337;0;;;;;;;
2338;1;;;;;;;
2339;2;;;;;;;
2340;3;;;;;;;
2341;4;;;;;;;
2342;5;;;;;;;
2343;6;;;;;;;
2344;7;;;;;;;
2345;8;;;;;;;
2346;9;;;;;;;
2347;10;;;;;;;
2348;11;;;;;;;
2349;12;;;;;;;
2350;13;;;;;;;
2351;0;;;;;;;
2352;1;;;;;;;
2353;2;;;;;;;
2354;3;;;;;;;
2355;4;;;;;;;
2356;5;;;;;;;
2357;6;;;;;;;
2358;7;;;;;;;
2359;8;;;;;;;
2360;9;;;;;;;
2361;10;;;;;;;
2362;11;;;;;;;
2363;12;;;;;;;
2364;13;;;;;;;
2365;0;;;;;;;
2366;1;;;;;;;
2367;2;;;;;;;
2368;3;;;;;;;
2369;4;;;;;;;
2370;5;;;;;;;
2371;6;;;;;;;
2372;7;;;;;;;
2373;8;;;;;;;
2374;9;;;;;;;
2375;10;;;;;;;
2376;11;;;;;;;
2377;12;;;;;;;
2378;13;;;;;;;
2379;0;;;;;;;
2380;1;;;;;;;
2381;2;;;;;;;
2382;3;;;;;;;
2383;4;;;;;;;
2384;5;;;;;;;
2385;6;;;;;;;
2386;7;;;;;;;
2387;8;;;;;;;
2388;9;;;;;;;
2389;10;;;;;;;
2390;11;;;;;;;
2391;12;;;;;;;
2392;13;;;;;;;
2393;0;;;;;;;
2394;1;;;;;;;
2395;2;;;;;;;
2396;3;;;;;;;
2397;4;;;;;;;
2398;5;;;;;;;
2399;6;;;;;;;
2400;7;;;;;;;
2401;8;;;;;;;
2402;9;;;;;;;
2403;10;;;;;;;
2404;11;;;;;;;
2405;12;;;;;;;
2406;13;;;;;;;
2407;0;;;;;;;
2408;1;;;;;;;
2409;2;;;;;;;
2410;3;;;;;;;
2411;4;;;;;;;
2412;5;;;;;;;
